source,destination,f1,f2,f3,f4,f5
718,102,87,14,6,76,51
431,224,68,8,27,16,9
1046,148,97,57,54,64,87
814,549,59,19,6,12,76
507,815,56,51,49,92,69
1426,681,49,86,68,13,68
1423,1163,74,62,74,37,18
1085,957,0,48,59,19,88
1181,782,78,51,57,31,89
1303,1279,1,39,30,83,82
242,1522,88,61,32,88,74
382,131,67,66,58,90,71
333,1361,14,92,87,57,0
853,401,29,48,60,46,75
1546,1255,34,36,10,6,15
1583,110,0,25,91,41,77
54,615,76,65,57,73,21
778,123,58,34,88,71,43
1238,1278,69,94,40,0,22
843,1078,67,82,5,22,84
1072,1232,98,46,58,29,30
1295,23,94,19,72,87,31
1161,1276,29,14,47,6,40
443,1087,64,43,25,4,46
283,795,29,4,11,62,1
558,392,59,59,85,17,26
806,470,16,95,3,86,34
778,1361,29,10,41,76,67
600,1174,25,70,81,32,90
770,1222,46,51,24,45,75
281,709,38,90,43,73,98
718,771,26,37,32,52,0
584,882,80,25,56,7,51
105,280,88,33,87,84,74
656,550,64,98,24,24,59
115,504,8,13,45,45,74
803,1323,32,84,66,72,20
1429,112,72,41,99,61,71
352,1252,48,16,43,16,66
88,395,67,88,55,36,44
145,262,27,59,88,73,14
587,1007,97,11,65,67,38
280,762,2,67,68,67,14
658,318,81,55,94,6,59
1313,1517,37,21,93,91,77
895,178,69,11,58,25,22
531,23,81,72,20,95,35
505,528,30,79,2,76,47
216,1042,12,57,74,43,29
70,1318,31,98,4,2,58
491,193,12,83,0,83,57
1352,453,23,43,75,35,43
1511,557,88,48,74,67,16
1158,978,11,89,27,72,17
622,140,10,32,81,66,28
1122,452,71,18,20,30,41
325,535,65,28,22,23,14
34,1385,50,84,61,50,94
1607,1282,70,18,16,38,30
1230,655,40,50,59,88,65
1436,793,42,50,78,8,67
1100,687,70,79,83,57,65
70,765,45,24,4,93,43
614,1023,46,13,6,60,8
42,1448,17,49,75,45,65
1422,1454,90,73,56,93,75
288,1343,19,88,3,72,82
216,1056,17,21,44,95,25
1143,9,61,98,36,98,8
995,381,59,87,61,28,16
1033,592,43,34,28,88,20
0,895,1,1,31,40,64
1550,136,32,25,55,8,98
626,834,46,72,10,3,95
531,361,13,10,58,77,55
340,1598,79,76,5,45,21
515,1191,38,69,80,46,15
70,990,93,61,88,39,87
576,1133,78,66,40,34,94
912,1462,21,47,28,22,1
455,719,45,60,80,68,84
1156,1283,77,47,80,67,12
1580,1283,94,22,4,78,24
1154,1531,57,54,77,62,48
1420,1486,1,64,81,62,8
147,1045,35,23,68,60,4
1293,757,7,96,47,80,49
846,145,17,71,42,53,16
406,669,59,58,20,81,70
558,1484,83,48,68,17,35
239,592,78,13,58,97,81
42,395,91,20,13,53,86
1649,1132,46,71,39,17,15
419,844,73,3,59,80,6
1456,1607,3,55,80,81,19
408,466,69,0,78,74,34
504,1199,92,83,42,12,82
1167,157,91,49,95,27,12
483,973,6,85,5,28,7
1153,1509,53,93,68,28,58
292,146,66,43,51,9,5
1491,913,82,24,87,93,97
1450,944,4,54,83,93,98
1245,103,21,90,32,14,88
1089,919,18,32,64,33,42
280,1621,6,46,54,4,66
1130,744,76,30,6,60,60
279,795,18,84,70,34,94
825,827,96,12,22,75,89
189,1090,45,95,90,85,75
827,1416,88,36,42,85,28
200,662,20,14,31,82,55
256,1087,53,45,47,66,56
1055,808,61,84,30,18,42
865,370,48,9,49,24,37
223,396,91,90,9,10,99
864,187,64,55,41,23,97
1160,999,76,27,87,24,28
825,313,57,33,71,42,80
903,723,29,47,36,69,34
115,1056,65,74,67,29,90
250,1577,85,91,46,87,4
1419,68,97,17,61,43,49
1408,479,68,64,2,63,47
429,1259,33,25,70,27,46
1179,614,72,97,22,6,70
281,788,30,56,64,7,31
1482,258,14,95,11,32,41
1511,1547,69,71,44,3,28
1189,520,42,88,38,65,18
578,139,43,58,40,19,77
919,1195,60,98,33,57,66
1532,1421,43,21,55,60,6
382,446,83,25,52,23,70
894,1293,19,20,27,57,55
1621,550,51,82,7,7,12
1482,1439,91,0,25,30,42
1078,1333,71,10,4,6,84
535,1558,66,61,47,86,42
1291,1003,50,60,2,34,86
429,956,40,1,87,23,38
140,614,70,32,22,70,68
1099,394,0,19,11,75,14
724,644,60,81,13,79,99
1025,1573,67,24,20,82,97
1113,140,99,4,51,79,66
280,282,46,53,59,23,42
201,562,53,55,73,36,72
1399,200,54,51,3,5,63
1523,233,85,47,3,89,94
1575,65,52,9,44,94,33
392,421,51,54,27,50,85
662,24,1,12,35,69,44
1381,629,19,96,72,68,40
857,1525,43,90,56,56,92
1211,1328,25,57,39,49,15
796,1320,17,22,3,6,75
1539,739,77,20,49,18,78
35,187,20,94,33,89,62
895,30,73,33,97,98,38
382,55,44,64,28,24,29
1340,1113,75,27,51,1,41
1132,541,77,70,28,18,76
814,607,66,55,11,56,54
35,534,96,89,35,52,33
1320,1151,77,46,73,46,97
371,780,47,30,30,72,36
575,981,44,18,69,34,7
618,305,36,96,72,73,23
1429,852,59,0,37,46,5
1370,1448,85,9,93,0,36
292,1547,63,72,51,46,11
338,1326,15,62,47,30,87
1220,511,65,26,84,53,81
303,1451,87,31,27,91,86
1429,1014,9,5,64,18,57
1560,122,31,46,15,97,6
189,570,71,0,75,3,43
1177,1566,64,57,74,81,69
955,500,88,31,95,63,14
403,684,9,79,27,23,51
1575,831,15,88,58,36,30
371,847,98,21,21,47,76
289,216,9,59,54,17,48
1422,673,25,11,89,15,20
827,159,66,42,51,77,44
554,24,91,96,98,21,41
429,606,49,82,4,56,20
927,754,38,53,5,20,14
201,688,58,31,10,57,58
419,308,97,6,43,1,93
554,115,30,87,57,36,91
401,367,85,86,35,98,33
1485,352,44,30,99,92,33
1456,600,67,19,79,80,66
853,1177,87,12,22,60,68
1388,638,90,48,76,21,98
793,18,29,72,23,27,56
799,871,16,48,27,39,27
799,1198,20,93,71,21,83
139,731,62,12,85,84,43
85,1624,21,32,17,42,66
1615,855,1,63,10,9,26
579,1116,88,22,43,96,59
968,771,87,2,1,96,3
1099,1554,11,50,28,50,39
200,816,40,84,14,22,18
1529,880,18,93,47,93,29
1181,606,82,38,77,23,2
1099,663,96,86,66,99,54
274,1437,90,67,74,35,20
106,1000,34,93,50,24,6
793,97,1,1,33,76,26
1286,751,35,40,28,79,5
1177,549,41,20,39,99,4
1222,142,68,78,7,22,35
1245,731,59,21,40,45,92
843,723,54,76,87,7,72
1393,471,5,14,61,44,18
744,649,1,83,22,72,79
928,244,79,20,59,13,40
781,1641,86,18,65,83,56
1545,4,74,5,88,86,41
639,927,82,49,40,39,98
1403,1278,11,14,66,50,95
1100,481,0,28,15,68,63
584,1545,33,78,33,80,90
911,1027,75,50,39,96,21
576,1476,41,71,46,36,31
1210,1446,55,70,24,77,39
145,519,59,83,90,54,61
292,1345,95,25,49,62,69
106,378,63,81,80,8,66
1497,1252,40,62,45,35,40
42,1266,62,73,37,26,94
392,321,70,88,49,85,16
262,1577,17,28,85,35,89
971,1334,12,67,4,6,60
1429,920,74,7,35,60,91
403,254,1,17,15,11,0
895,425,56,23,21,82,94
747,499,75,29,0,77,20
1399,353,88,43,61,59,5
1072,254,79,48,58,89,41
408,878,84,49,45,44,62
246,1440,69,25,67,37,79
1459,1423,17,27,84,55,54
419,369,7,54,22,57,6
1425,590,14,30,47,19,91
328,1007,77,52,66,62,53
269,1152,40,28,7,64,94
1491,138,69,22,57,84,71
1285,2,48,37,81,69,43
770,1566,86,60,32,6,9
843,850,10,95,6,80,83
1346,1594,62,61,1,63,29
1241,1010,47,32,46,90,51
1521,102,37,80,82,78,72
189,134,36,42,52,4,40
394,333,97,62,2,94,14
431,1417,51,67,99,12,40
846,371,72,71,93,66,16
641,1614,31,7,26,56,94
554,645,78,34,35,80,11
1530,75,27,26,10,95,10
991,1059,84,97,79,68,14
980,759,13,2,77,3,73
258,1323,70,49,69,60,25
592,1545,88,46,14,38,21
283,482,42,23,3,43,34
1381,1282,26,84,32,48,9
776,771,82,13,22,8,84
658,631,71,79,56,5,53
396,1554,46,1,84,11,37
718,377,25,28,17,33,62
280,97,18,24,51,62,77
194,389,18,30,58,70,99
1342,860,80,72,27,60,36
895,797,81,56,9,65,69
383,340,41,81,3,19,50
565,881,5,94,87,36,69
22,377,68,90,85,25,29
831,861,9,93,49,69,85
579,495,30,34,15,78,80
389,568,68,23,5,17,6
1153,978,57,34,54,74,28
186,507,32,53,56,36,10
1230,1437,91,13,18,22,90
85,662,67,16,46,43,22
1541,966,7,37,95,33,16
895,1458,31,83,57,57,35
887,477,78,3,45,20,11
483,1159,17,67,77,69,94
35,896,74,6,41,63,38
399,1,90,92,40,37,92
1160,386,78,52,44,4,76
934,446,73,44,18,96,38
1426,51,21,66,18,44,81
797,477,61,53,21,58,91
762,1027,55,49,71,5,62
1247,623,64,85,43,42,68
188,1399,86,54,36,94,43
1556,1053,11,90,23,99,19
289,943,7,69,71,73,70
223,138,1,0,60,61,77
1154,977,97,45,73,60,70
824,132,66,57,89,23,38
497,291,65,58,77,26,78
429,744,48,98,56,34,30
1475,1013,74,60,49,96,54
1364,73,96,48,97,50,6
1450,1358,14,21,38,24,74
710,73,70,3,36,62,7
1222,240,55,49,10,5,23
109,905,85,52,25,70,33
1274,83,73,75,77,93,43
1530,1131,84,13,70,44,57
843,88,20,22,19,14,96
396,783,1,68,87,27,71
333,12,26,89,7,30,33
526,1088,66,33,73,80,92
478,592,36,9,94,68,91
1554,82,82,54,19,49,82
0,333,71,83,15,47,59
971,657,54,66,56,31,11
1245,824,30,25,52,66,94
1568,849,8,96,36,3,33
697,1207,86,70,59,82,17
829,315,65,27,25,10,28
921,236,53,61,44,52,74
825,282,35,3,89,41,82
619,461,38,95,92,19,21
1159,1057,43,99,95,42,2
455,1400,50,84,23,19,70
1113,1116,45,0,15,73,58
333,831,35,4,72,44,16
1120,768,68,98,44,18,59
934,1620,17,99,62,47,48
526,132,39,10,50,16,28
268,653,18,14,60,70,35
274,557,18,92,79,34,49
1275,1460,61,81,52,94,11
507,1117,91,99,24,15,40
658,1243,60,77,62,1,84
448,157,53,98,74,39,85
491,863,90,42,61,72,3
1583,822,59,12,95,18,20
915,1174,55,57,38,19,19
799,359,60,41,13,60,61
1458,879,88,40,60,96,17
673,49,30,89,50,72,33
160,17,25,33,37,10,10
658,1601,38,40,85,51,72
867,1451,85,5,42,31,41
558,33,69,41,88,0,9
707,1051,15,3,67,65,55
1347,136,86,51,63,98,39
915,1024,82,94,64,8,86
369,827,54,5,97,83,32
369,483,11,53,53,9,25
1151,851,5,85,79,59,72
906,1512,9,13,81,77,94
1370,1255,12,22,10,25,15
797,814,92,28,30,67,97
1120,1008,55,74,17,6,3
242,711,69,51,65,58,44
1393,1334,13,70,69,25,59
327,526,10,84,99,94,75
657,246,32,87,54,91,60
1554,1264,27,83,64,45,10
201,1564,8,28,80,27,90
419,1621,58,60,63,36,53
274,330,57,61,20,89,3
1167,1085,87,99,65,28,79
1575,581,70,21,76,35,51
1220,63,35,73,55,88,79
401,1051,84,59,78,50,77
482,1509,41,0,86,95,10
634,140,36,90,99,24,74
289,372,29,65,32,2,28
260,689,1,30,95,40,81
386,1573,49,87,93,91,20
1275,301,55,43,45,82,34
1643,9,63,17,91,87,51
105,827,59,55,95,1,26
1456,1541,75,68,72,90,93
1429,457,79,68,87,35,45
497,1131,80,62,41,2,25
1615,339,38,24,22,91,24
509,1601,22,24,91,84,34
531,131,75,95,63,29,90
483,1446,32,54,34,9,52
299,731,15,94,3,82,20
937,325,89,11,50,21,36
1082,1403,24,97,56,18,83
1143,14,8,89,14,34,81
565,180,63,48,38,31,6
1187,1244,44,27,52,54,3
1278,705,85,82,32,5,50
408,503,58,4,22,7,92
283,517,29,16,60,18,21
927,124,50,73,50,48,56
656,662,70,56,98,0,24
1386,770,78,87,81,45,46
1634,904,41,51,79,42,28
1177,85,49,99,37,65,37
1094,1390,22,91,60,41,40
1521,263,79,6,83,95,56
830,1330,97,69,75,77,41
971,722,15,4,12,54,86
576,796,23,7,33,59,33
382,1152,10,39,81,38,87
1056,1159,83,56,37,9,74
140,1344,0,52,98,39,85
777,126,76,14,88,78,8
1099,1414,30,58,24,88,88
562,468,51,36,60,66,10
1164,576,48,58,58,95,18
700,920,63,57,87,75,96
1522,1020,36,85,55,90,17
853,847,4,64,23,37,65
1497,1114,63,30,98,46,74
771,35,59,32,84,35,19
1085,1290,96,20,39,99,88
105,794,83,72,12,44,54
401,514,6,95,22,89,3
1142,948,35,40,85,16,37
936,1471,98,15,38,85,44
791,1577,27,94,61,85,67
1350,1565,47,39,14,63,75
764,1104,25,54,82,83,32
973,789,37,58,61,18,96
1128,1167,73,80,99,82,65
1147,861,56,58,34,56,78
275,178,63,70,13,43,15
934,259,25,84,58,8,84
408,1471,1,59,46,74,53
937,821,59,98,32,88,59
1285,1522,30,79,28,25,20
1085,387,7,23,85,40,0
847,252,20,95,40,10,98
817,1361,85,75,54,84,83
1426,1029,54,95,98,56,40
1433,50,42,0,5,54,25
1143,1483,48,71,4,24,23
718,978,45,26,51,56,94
283,333,33,90,48,90,65
793,275,46,2,47,17,21
153,989,42,43,4,64,27
744,1078,60,52,28,33,84
1272,688,8,82,6,97,46
186,1283,14,91,17,47,79
1615,319,9,50,71,1,42
303,705,49,96,22,91,4
289,1404,37,7,28,77,64
165,1469,97,78,59,86,12
373,371,36,50,25,13,64
1621,1090,36,91,78,39,53
403,209,70,96,13,0,40
675,1257,6,11,90,84,23
1271,1006,83,86,56,35,31
352,771,14,93,88,86,7
1324,714,73,94,33,91,28
1372,1458,85,11,31,43,84
386,698,97,29,84,81,97
1308,1211,38,79,53,80,7
911,658,24,96,36,3,81
189,871,5,20,74,32,74
558,53,90,48,12,88,98
857,948,70,36,62,34,59
494,423,34,56,51,0,62
1622,1274,87,76,7,30,79
1275,929,21,67,38,86,37
1561,370,61,13,65,93,23
172,1642,71,78,71,33,33
1539,423,60,5,73,46,44
388,221,99,0,23,51,0
147,1201,85,85,60,38,16
188,197,83,13,87,40,69
608,1328,26,34,17,26,94
236,1349,92,2,32,63,7
340,370,4,56,72,49,42
657,718,2,92,25,62,84
1188,1143,63,36,17,72,50
1583,311,32,91,56,37,66
467,217,85,7,97,10,14
1399,611,25,47,73,67,42
983,648,41,49,72,22,54
396,285,0,57,43,78,17
956,1062,55,72,21,34,43
1064,1165,88,14,75,64,31
897,722,0,16,29,72,45
1097,254,65,21,5,58,17
710,644,83,15,61,34,33
1458,74,3,71,41,87,24
1291,902,36,21,30,17,9
147,1634,17,47,50,72,44
201,832,97,61,73,56,88
843,614,84,1,87,86,66
676,945,58,41,57,1,4
1295,1220,21,60,4,49,60
297,724,30,81,13,7,62
21,483,14,71,87,34,47
1189,749,1,66,19,0,20
1104,465,92,93,72,10,0
937,1335,80,21,43,72,27
1167,443,14,30,92,64,35
1521,791,23,20,96,5,80
796,331,94,90,79,63,23
1390,1106,8,14,7,10,58
120,614,11,52,87,86,32
339,1088,79,85,54,40,7
641,1509,34,50,24,67,85
1213,1377,9,29,64,38,40
120,288,52,99,58,21,35
406,25,66,36,99,74,31
429,1041,2,14,85,43,34
1120,365,10,0,66,46,72
751,592,76,84,82,40,82
507,1548,41,73,99,98,10
1351,395,12,86,75,90,35
751,1334,57,17,65,45,16
1423,813,45,41,70,27,67
7,1020,29,37,3,96,77
1016,1078,3,70,56,95,61
613,1425,78,80,5,57,87
1156,479,96,87,59,30,42
160,981,63,48,45,14,62
1634,988,58,37,96,64,72
1458,1276,7,86,32,10,7
207,792,21,36,7,33,66
189,874,88,52,37,59,7
1085,1063,0,18,78,83,99
289,690,21,45,56,63,42
1016,393,78,51,48,10,80
959,745,93,77,44,50,22
978,141,72,58,99,54,29
1027,1177,70,31,11,3,19
1371,527,96,5,22,23,84
288,204,27,32,49,49,22
1159,856,98,73,99,84,39
1422,39,12,86,66,0,70
215,410,26,90,60,63,23
1304,389,96,70,66,65,85
301,1025,38,28,29,87,10
1271,146,39,93,75,71,41
1099,1323,94,35,15,38,22
1569,103,16,92,35,58,19
801,831,9,22,70,19,82
42,68,83,46,71,54,51
569,1255,97,72,30,38,4
515,1523,25,81,73,90,28
1085,1568,16,75,85,42,12
832,1632,56,7,3,2,47
125,6,49,74,46,22,56
1399,1416,19,84,72,39,42
777,349,80,7,30,1,82
1371,620,36,88,2,7,33
833,763,17,66,66,83,58
1210,774,12,9,29,0,83
1051,1202,14,8,78,58,51
1514,927,48,33,0,13,19
165,956,65,24,41,49,56
1348,1292,4,78,4,56,67
491,51,8,37,9,29,36
1292,220,72,54,5,74,7
1422,282,70,46,96,74,99
1583,404,88,47,48,42,53
507,776,62,73,99,63,73
511,1392,72,50,96,75,83
1574,387,16,39,85,86,15
1531,1278,19,22,82,66,75
637,319,3,27,29,72,19
401,143,44,35,47,92,82
1419,1301,12,1,96,26,92
1290,55,13,94,54,36,83
959,18,40,48,58,90,97
1120,661,3,35,96,66,72
1634,1165,88,7,15,70,28
333,329,75,0,31,38,66
386,1084,59,45,66,52,98
847,332,37,97,84,21,90
21,497,7,67,20,87,72
1624,829,28,57,80,23,49
713,727,46,92,49,84,43
515,628,5,15,5,77,14
275,306,93,66,61,19,29
706,1141,94,70,68,30,15
683,1020,8,9,50,85,31
201,134,55,60,58,3,50
1167,1155,92,11,75,75,11
1130,1438,53,36,95,55,94
653,1014,34,49,87,33,24
1436,462,58,50,80,59,44
1372,712,0,42,80,30,60
853,914,55,1,50,27,44
153,1161,80,22,2,94,37
1154,280,37,35,50,82,67
556,847,84,46,50,98,47
562,1336,73,75,53,80,71
1089,1087,54,88,8,24,87
1132,887,41,43,50,55,91
912,1154,43,47,62,83,47
796,1399,87,38,22,87,51
526,1272,7,32,55,72,47
212,1363,20,69,75,87,94
903,1594,79,4,79,7,64
269,1140,56,13,76,40,41
295,9,68,5,21,52,82
1187,499,2,60,45,54,31
576,483,90,18,20,21,70
1222,1308,90,24,60,90,55
1419,1577,22,63,56,57,82
1422,274,37,8,36,23,79
1308,635,63,1,92,99,30
1004,1034,24,53,27,10,24
967,401,9,7,23,52,72
301,943,62,85,32,32,79
340,768,23,79,25,95,31
1485,1423,79,31,42,91,49
268,961,98,5,39,61,41
1430,1151,13,15,91,57,54
778,1297,86,66,2,63,47
894,478,37,23,56,89,45
1425,94,73,40,54,72,87
1622,1523,99,84,76,24,42
40,395,83,46,75,54,30
744,1564,48,58,82,14,49
554,1647,54,1,72,99,43
1342,1252,31,31,95,72,0
531,977,63,80,10,84,24
1094,398,67,80,19,78,80
1624,285,41,22,19,91,48
513,625,67,30,6,35,97
341,1129,97,26,20,85,4
952,157,28,77,66,78,14
1016,1080,92,50,49,83,52
1497,883,93,17,87,58,23
13,1233,90,28,90,0,96
1607,370,30,46,42,18,84
252,143,61,97,49,54,3
1276,143,43,4,95,54,12
408,306,21,5,18,6,55
818,966,23,68,61,52,86
1120,388,46,4,20,77,6
775,1492,64,86,66,18,85
275,937,0,62,0,48,61
1370,1389,38,84,82,75,56
576,691,42,56,72,26,51
1164,1175,56,50,58,58,61
1167,267,8,79,88,73,89
612,970,11,32,67,14,15
1095,644,31,72,53,16,28
1319,831,93,86,36,2,88
1295,836,61,41,10,82,7
524,261,38,17,27,78,17
782,1012,9,71,85,83,47
99,1437,51,49,39,59,76
1295,832,57,6,16,80,30
225,1089,66,77,33,4,41
181,1108,95,87,76,92,2
99,926,23,23,31,92,70
574,1611,83,40,54,78,82
1160,640,39,25,41,70,84
796,106,19,76,19,14,11
406,371,31,14,25,60,79
1615,289,67,62,45,85,52
212,1564,14,62,57,54,9
762,584,5,2,86,58,71
292,111,53,21,89,48,9
120,696,38,45,91,97,74
292,1185,10,27,83,59,54
637,131,19,5,36,42,34
712,16,95,61,39,47,34
223,783,39,83,46,84,88
1643,555,62,57,44,49,92
1100,1386,78,48,0,12,69
612,1119,56,73,46,14,23
1094,1140,25,47,59,53,8
1511,855,6,54,79,68,1
712,1238,41,22,1,76,65
1347,370,18,99,31,28,58
1177,1000,12,76,31,53,36
1099,241,8,0,83,34,46
696,1237,3,89,95,76,42
408,32,89,41,12,30,80
547,410,91,72,97,81,62
1128,1027,84,44,4,67,73
1497,571,25,60,97,51,26
1072,825,67,85,72,48,5
1419,423,92,54,15,77,7
106,1371,66,41,59,97,14
1285,1005,35,98,33,42,98
1132,460,66,57,37,55,35
1511,1018,30,4,93,47,63
1629,1217,18,54,53,32,88
280,1254,99,5,46,70,10
930,1405,23,10,41,63,30
1295,1238,7,48,57,5,96
656,1044,74,85,98,76,19
289,854,10,53,19,4,22
675,507,0,21,22,3,38
1295,1307,24,71,35,18,39
518,1448,1,64,37,76,9
793,1027,59,5,6,93,92
392,437,59,84,1,63,51
144,344,4,37,0,62,43
481,846,51,86,3,49,57
153,769,49,74,37,45,77
1370,350,92,8,88,46,71
576,477,37,1,22,47,65
1422,666,7,99,92,85,73
483,708,9,65,63,80,77
1179,1124,77,89,64,99,70
973,279,33,31,24,37,30
318,929,91,80,74,5,78
1398,532,57,68,30,74,67
1158,55,36,45,70,11,4
1179,889,58,46,89,31,95
1082,294,98,98,69,81,98
1245,379,2,50,90,82,90
392,1326,7,9,37,4,55
597,530,5,58,15,13,0
432,1190,0,60,40,84,78
955,261,69,39,75,57,28
1451,367,0,68,33,49,89
1539,1090,59,86,98,77,33
619,1502,82,99,41,4,9
42,27,11,23,38,69,49
978,1209,62,47,97,78,58
1511,1154,44,48,64,38,31
1129,1371,84,69,2,27,49
419,1072,29,26,39,68,98
803,704,47,96,46,8,63
420,787,45,4,28,1,55
853,1301,71,88,65,34,43
613,1006,18,10,72,27,43
34,1074,80,88,92,91,94
826,962,91,83,59,32,84
1253,831,16,83,95,43,42
1591,1172,21,14,45,95,47
770,729,87,14,21,45,4
1615,1150,80,57,70,53,8
827,1140,36,44,25,53,5
1291,1223,55,44,90,42,28
1346,172,41,22,2,54,12
1189,525,3,10,37,21,59
576,791,16,70,57,40,48
575,1048,34,60,15,68,34
1372,1424,41,99,86,18,58
928,45,76,38,5,42,78
394,1136,36,66,73,82,15
926,705,18,61,69,23,40
937,673,35,46,90,10,40
547,342,43,40,45,32,63
653,421,17,19,14,19,32
593,1559,61,24,65,34,46
1251,1297,82,38,94,70,71
403,706,60,35,59,33,64
955,1604,90,49,83,8,36
1646,534,57,42,16,83,85
541,369,40,86,98,59,79
1159,1522,37,1,94,80,19
491,1533,82,71,5,50,0
431,1386,8,38,54,60,56
324,1113,32,38,62,79,72
1238,1345,41,54,84,53,33
937,704,12,93,60,96,71
1571,481,76,4,55,51,53
1303,644,19,35,0,35,7
1459,606,37,35,51,53,84
1132,1295,95,6,56,6,51
1132,477,1,43,6,26,20
1167,288,89,47,54,11,5
613,110,15,99,56,19,9
419,837,51,99,79,53,17
1074,1326,66,36,84,89,70
750,617,66,51,95,85,57
387,1477,76,27,24,33,90
1416,205,87,26,53,52,46
1531,1125,71,78,45,80,32
505,564,80,45,43,32,95
799,1089,90,91,34,9,41
919,1638,30,47,13,14,99
915,458,37,81,89,95,48
1167,829,84,78,87,74,73
1571,643,18,43,25,92,59
317,58,76,92,76,50,57
13,1335,23,0,91,25,3
1264,240,37,73,24,32,18
1320,1411,35,49,43,49,93
906,768,48,34,58,87,43
1271,1604,66,52,79,95,84
843,329,37,29,80,61,77
1156,1308,88,60,11,39,79
60,65,66,78,41,38,12
610,1486,54,27,4,91,93
1132,230,28,30,9,34,77
292,254,18,8,61,93,28
1539,1301,43,90,87,75,58
1156,125,58,34,57,43,14
1291,550,44,22,35,65,68
847,901,87,47,22,12,59
570,1630,47,87,2,21,75
1521,1349,1,77,1,2,89
200,1425,50,68,33,20,89
147,808,50,7,57,88,23
1639,1301,24,74,55,18,14
548,709,11,13,11,81,42
318,975,68,53,44,83,73
1100,377,47,20,81,52,42
749,831,25,99,52,56,34
593,1057,13,37,12,45,79
1337,104,29,60,85,47,93
507,1466,78,60,33,31,50
1624,1023,15,75,8,77,93
280,563,48,11,62,20,40
1571,193,48,74,4,30,77
576,1241,95,73,96,96,97
1394,1080,85,92,60,53,87
352,945,17,81,40,24,9
223,670,32,18,1,6,28
928,1636,10,1,70,34,75
778,261,49,87,15,19,39
1556,1198,4,80,80,37,42
618,881,40,17,3,33,59
505,129,36,68,80,68,51
1646,703,11,40,83,55,58
771,749,39,95,70,46,9
341,1459,27,1,33,96,77
1352,1059,3,93,45,79,16
1422,1511,7,31,99,81,85
329,703,63,9,27,35,46
312,863,90,13,46,7,98
1411,295,2,73,25,27,50
369,51,34,34,65,95,73
293,140,6,83,55,66,59
724,3,73,98,87,78,91
367,1151,40,33,2,6,29
331,1302,63,70,33,86,87
253,774,75,60,72,10,56
1574,51,70,15,0,94,12
1291,949,36,87,95,32,64
1422,614,44,51,72,89,7
928,158,69,39,89,4,16
1082,826,32,51,43,42,27
1419,1057,93,22,13,16,72
565,928,7,93,61,38,60
1167,437,1,3,12,12,58
1248,254,84,55,85,2,25
1425,1029,40,98,42,8,35
983,704,96,91,52,78,8
712,752,90,40,69,45,11
1248,1290,80,55,99,92,17
1220,583,68,59,57,70,37
483,380,91,67,33,40,93
658,13,72,83,11,90,82
236,1649,12,77,37,18,76
1437,644,75,51,64,9,8
650,1328,58,55,16,4,3
25,613,36,35,13,33,64
1211,103,46,67,74,0,41
59,906,32,82,35,29,34
928,614,81,1,55,96,79
108,1095,21,25,89,42,48
729,196,68,63,36,34,46
1100,143,79,10,95,26,12
1275,1290,72,77,81,94,3
201,1371,43,85,97,40,58
778,54,26,58,33,69,66
554,183,82,66,27,98,56
1095,915,0,32,58,43,90
1288,626,64,93,88,49,86
99,558,50,40,74,68,96
321,689,92,99,19,31,63
286,422,39,52,22,3,44
419,375,4,89,81,0,97
1308,1018,52,50,66,90,16
200,1542,30,58,42,76,65
562,1411,61,70,40,54,40
328,345,38,70,93,4,25
1458,1643,50,53,95,62,21
482,640,82,96,82,99,52
1202,859,12,79,61,24,89
1037,1054,64,77,45,30,15
1346,1013,27,66,75,57,0
1113,927,26,47,34,60,15
386,1632,3,0,89,1,39
189,1105,69,27,66,4,68
411,1064,40,47,49,96,11
1158,1178,12,89,29,79,12
612,1594,40,66,30,31,74
1159,611,20,71,4,22,95
1401,1023,91,13,99,38,34
1399,670,63,11,85,86,78
1189,31,79,27,80,18,70
1548,1560,1,77,14,83,41
597,254,66,47,9,72,22
333,529,51,71,50,6,67
1156,952,2,39,70,89,9
872,187,71,40,58,9,3
921,662,94,92,49,82,85
1248,191,59,0,60,72,32
1055,370,77,55,76,2,81
928,1361,86,49,79,29,32
1110,893,57,13,5,42,48
937,293,89,10,3,55,33
978,363,30,56,41,3,96
928,236,73,21,28,40,21
1110,1614,55,16,35,81,69
1634,142,66,30,10,29,21
1128,1211,34,16,78,23,49
119,187,33,12,94,88,74
843,266,7,18,18,18,10
919,1518,75,47,93,91,79
1164,1325,71,77,39,47,38
318,977,64,94,46,61,54
1059,1616,28,84,50,23,64
1416,116,85,5,9,32,18
1580,412,6,22,26,21,14
1098,1293,96,43,52,91,54
13,346,35,3,6,2,93
619,751,89,22,81,63,52
1220,882,98,82,74,84,21
1138,705,85,88,82,81,83
682,285,61,65,5,31,70
1185,274,53,94,88,62,65
778,1379,92,76,90,10,57
26,1140,51,45,26,15,12
797,1413,93,41,42,83,64
303,1090,41,5,32,99,17
771,369,7,51,79,8,1
333,1460,92,0,51,92,28
59,1512,29,32,77,73,54
1122,1048,96,80,92,28,91
274,32,88,98,1,39,68
1619,1528,85,99,55,67,74
637,150,12,17,78,73,13
1160,275,85,28,11,34,67
223,1511,56,40,21,49,85
105,1006,0,7,34,2,90
1429,111,3,6,68,65,72
1598,516,3,61,43,90,86
1429,998,58,53,80,37,20
429,1336,77,26,23,72,59
770,157,50,15,29,34,10
