source,destination,f1,f2,f3,f4,f5
244,301,21,15,57,25,61
140,428,65,73,91,68,60
6,473,44,21,68,76,4
612,49,35,69,16,97,83
612,311,24,47,56,25,97
612,404,42,1,40,47,63
6,96,89,64,90,12,88
275,562,69,77,20,18,25
58,286,84,68,31,57,84
547,40,19,87,56,56,24
366,312,66,58,69,65,44
236,210,59,5,25,19,14
96,6,23,6,55,85,71
196,143,14,71,41,63,70
230,107,59,88,19,91,97
13,306,33,41,39,50,64
98,323,27,72,7,30,24
312,366,94,33,70,9,3
62,662,97,89,39,89,4
80,663,98,61,70,20,91
238,238,68,10,34,75,20
334,164,75,73,95,29,56
301,244,6,58,10,37,12
238,241,27,11,11,71,42
547,370,74,54,16,3,67
233,288,5,57,49,96,39
233,546,97,56,49,3,1
139,461,64,0,36,70,76
45,322,2,65,97,48,43
380,296,12,42,18,73,56
163,72,0,46,33,44,64
69,108,66,62,47,41,5
3,56,6,48,29,21,56
3,286,73,28,7,4,17
3,59,70,67,75,81,53
56,3,53,61,92,1,50
170,490,48,71,12,68,38
121,427,37,57,91,6,56
4,193,41,54,83,27,4
145,105,16,58,98,36,45
380,295,72,40,39,51,38
363,215,22,29,98,66,60
425,664,92,99,95,52,54
665,4,31,47,79,54,27
662,62,29,72,61,67,59
408,63,20,3,46,66,77
362,666,52,88,7,71,39
362,11,45,33,45,5,6
362,365,71,41,30,80,73
7,666,59,77,54,26,28
7,19,43,14,13,47,88
7,661,48,7,13,95,35
7,12,93,8,79,63,14
395,174,94,26,72,27,17
377,86,4,26,10,21,92
394,61,73,50,63,48,84
99,98,42,53,89,34,56
99,97,6,95,60,50,96
99,323,74,38,72,79,70
42,44,53,3,64,62,65
174,395,83,39,20,99,90
467,434,95,94,24,18,48
183,168,95,84,8,90,27
183,401,35,28,44,87,66
434,467,35,73,76,44,40
68,82,9,28,69,22,76
82,68,8,67,54,82,14
256,211,11,21,0,41,31
508,212,5,92,66,10,91
508,667,10,31,79,84,34
508,550,50,86,76,72,87
508,549,83,66,68,25,80
173,154,40,3,44,37,71
212,508,72,73,5,45,50
275,450,42,15,92,34,10
665,58,8,98,48,26,90
174,137,88,81,38,48,71
72,20,69,23,71,68,62
404,101,37,48,6,19,96
554,554,92,9,28,43,45
554,134,31,78,95,75,71
94,204,11,6,76,67,18
58,665,69,14,76,79,24
506,62,78,82,51,57,57
462,256,89,37,95,1,67
579,579,19,23,93,86,67
107,474,69,46,56,2,2
301,362,64,71,45,53,74
74,259,58,18,76,85,40
474,128,95,51,14,68,16
438,115,20,9,29,99,55
24,35,44,54,48,18,15
371,303,25,13,95,95,91
362,301,43,44,75,32,4
128,593,92,87,29,10,28
297,49,7,34,46,25,61
161,569,15,13,9,61,6
170,123,3,76,23,53,36
170,437,98,96,70,46,82
170,338,96,47,77,46,60
170,251,99,65,20,73,11
170,135,87,87,0,85,58
170,339,4,33,87,88,88
174,379,46,61,49,65,83
404,84,60,0,29,26,2
452,569,77,96,95,28,92
55,481,17,18,11,20,1
62,506,96,5,54,63,28
417,116,14,87,71,37,70
170,427,62,2,61,87,30
346,191,68,70,50,9,79
57,58,97,78,2,27,22
53,232,63,46,66,42,18
58,211,40,56,81,76,9
549,173,73,29,5,19,40
193,4,9,61,89,38,33
483,345,67,12,61,47,5
323,404,3,74,48,89,68
141,496,71,13,48,62,38
666,452,84,45,77,28,80
157,342,54,45,15,42,2
157,345,59,13,42,37,57
157,346,79,88,86,19,54
157,214,63,0,33,89,1
157,350,51,97,93,77,6
157,351,78,96,68,70,19
157,483,50,6,18,45,57
157,668,63,87,67,62,75
157,352,57,83,58,73,77
345,483,35,45,74,1,72
62,279,23,82,58,91,2
345,214,19,58,11,42,27
608,466,52,66,95,59,76
2,323,4,67,58,67,35
483,157,32,34,26,23,88
116,417,76,56,94,53,66
527,96,36,22,8,6,97
527,6,93,50,85,3,99
527,5,58,16,82,13,95
527,64,9,10,35,20,56
5,527,48,51,59,17,83
408,305,48,31,73,70,17
377,572,60,14,6,47,13
377,156,77,44,81,27,93
377,593,32,66,90,45,15
377,204,43,18,92,2,54
377,350,34,70,36,80,74
377,94,81,8,57,57,87
377,320,16,55,23,58,5
11,362,21,80,14,3,68
408,516,1,58,46,99,56
408,517,63,0,53,64,11
434,434,53,51,83,26,4
669,669,41,58,25,59,99
670,670,45,40,59,49,3
84,404,66,15,42,61,93
64,140,53,34,37,84,93
64,80,73,23,72,16,47
213,359,3,48,62,95,91
45,15,81,30,73,57,47
45,274,71,83,73,34,10
61,181,79,38,97,37,93
460,467,84,86,85,52,92
187,434,5,67,30,73,54
187,671,5,35,84,95,33
62,183,70,21,85,43,27
478,375,13,20,46,1,70
124,64,63,1,86,68,82
434,187,56,32,68,7,9
9,8,74,41,47,80,82
103,86,4,54,56,31,37
418,582,80,63,39,23,8
64,489,25,46,76,24,49
142,366,91,30,77,97,69
114,183,47,11,84,90,5
486,113,71,32,55,14,14
131,87,23,94,68,45,48
238,159,85,63,27,93,96
671,187,62,85,5,92,88
451,265,85,95,46,27,6
265,451,80,41,16,83,1
113,183,31,49,51,15,78
562,65,37,10,40,61,20
128,474,93,3,2,47,41
51,557,71,29,24,59,49
474,166,85,72,2,31,5
467,460,33,9,72,41,30
21,624,59,69,65,66,19
64,93,45,80,76,43,76
146,67,61,46,99,25,81
371,128,25,55,53,98,76
364,152,9,95,98,67,68
493,401,18,59,59,37,70
430,672,6,95,54,35,24
137,301,7,47,33,14,29
160,104,89,60,19,10,55
183,62,40,91,48,58,86
183,113,76,41,84,91,69
183,114,91,28,4,61,67
152,364,62,92,14,85,60
366,283,67,36,96,95,52
194,412,16,2,32,33,53
263,455,65,98,34,87,15
69,549,33,77,67,94,45
129,401,72,27,69,9,56
495,495,40,4,77,97,78
665,665,46,39,79,50,40
495,673,41,14,26,32,12
128,371,77,48,31,88,38
284,284,86,46,33,3,99
147,460,29,74,69,93,28
167,203,9,52,67,4,5
480,549,41,51,69,87,4
210,283,25,62,68,87,39
210,365,74,77,48,99,28
480,106,96,87,33,20,4
371,360,13,12,72,64,58
129,129,94,86,88,61,14
63,285,45,7,55,32,9
11,10,11,96,28,83,36
249,82,41,36,3,58,8
190,296,14,96,46,3,92
249,210,97,88,95,99,61
357,5,66,76,73,60,46
404,474,94,83,28,29,45
286,57,53,30,38,66,93
121,41,12,55,59,78,4
121,142,29,40,46,31,54
212,105,99,23,40,62,30
286,63,87,13,62,47,90
59,3,73,86,72,18,35
56,286,44,47,61,78,4
56,174,55,35,16,83,18
286,3,57,73,77,87,79
4,665,1,61,75,70,64
254,152,56,46,75,12,46
467,20,5,86,42,95,40
160,4,86,17,99,95,90
341,248,49,22,63,5,18
290,572,56,44,37,25,13
495,160,11,71,94,43,66
290,620,18,78,47,63,98
494,510,50,45,35,32,62
215,311,79,55,43,44,12
494,283,31,74,88,37,80
105,212,12,79,18,71,18
82,256,50,56,6,15,14
82,410,56,66,71,51,54
82,153,34,27,78,13,83
444,485,30,84,42,1,80
254,665,41,1,24,15,50
301,137,47,50,79,64,23
569,358,56,22,43,60,26
141,674,4,3,85,68,26
5,357,56,96,10,51,55
211,2,72,62,73,18,79
106,551,20,52,90,48,83
181,390,8,77,14,7,33
181,60,11,89,22,58,6
140,334,48,89,92,69,68
160,153,59,88,21,44,61
113,133,69,7,47,60,99
72,311,95,30,3,17,37
160,495,58,94,92,65,15
160,147,92,99,11,87,50
106,490,88,40,50,58,4
388,388,13,28,24,54,31
58,233,4,92,79,42,57
263,16,77,69,30,38,46
354,185,50,52,63,23,94
389,295,34,66,94,6,74
63,305,16,64,69,67,94
376,296,19,75,55,52,15
376,60,89,16,65,38,94
283,166,3,23,90,94,74
572,290,40,75,91,96,68
283,210,40,71,76,25,80
283,366,20,19,58,87,13
147,434,82,57,41,82,66
460,147,62,0,14,4,35
62,172,59,64,99,33,63
305,408,48,8,33,1,3
290,198,74,81,11,20,49
608,267,74,49,1,64,59
362,183,72,65,64,14,83
675,675,98,60,66,52,2
516,408,27,55,42,18,17
4,160,93,20,67,27,62
2,211,2,62,55,99,2
2,58,19,40,63,74,62
2,238,66,79,46,30,27
301,651,80,9,80,56,45
47,113,33,48,77,64,41
62,458,68,90,94,10,88
106,459,3,60,43,49,1
106,671,14,65,60,38,93
165,256,56,6,7,36,60
165,364,90,74,46,55,16
377,342,82,4,75,87,84
377,203,1,77,15,32,83
377,351,37,95,22,53,7
377,179,69,67,72,36,81
269,303,15,65,49,96,81
269,210,29,99,70,52,73
269,371,58,8,48,81,78
269,63,47,66,48,93,40
269,236,40,63,3,55,28
137,2,7,20,72,39,88
234,242,6,3,98,41,86
404,124,17,99,3,30,66
404,98,46,74,19,34,13
404,640,10,93,80,97,47
404,99,57,19,17,41,73
495,434,50,43,80,5,44
495,671,38,90,16,46,28
495,459,84,45,13,52,4
458,62,17,48,42,65,6
69,64,51,21,58,85,37
375,663,77,30,30,76,83
236,269,42,98,0,25,33
238,2,35,37,81,86,16
560,20,8,60,9,81,89
113,527,24,94,79,97,9
377,1,5,89,9,3,44
232,204,49,24,74,51,52
29,473,56,10,17,72,79
428,269,95,43,23,29,38
428,676,41,42,19,47,76
428,216,89,23,11,47,95
129,93,1,48,93,49,62
63,269,77,96,61,67,6
233,121,24,86,47,43,70
233,160,50,48,73,20,91
133,113,7,83,93,60,94
160,233,61,28,48,67,43
300,108,78,46,6,41,23
11,161,43,83,83,77,42
424,263,27,45,48,87,83
473,434,5,33,59,29,47
204,232,49,7,9,81,24
549,480,71,17,67,28,25
549,509,44,84,60,35,61
0,268,50,11,59,34,14
167,204,21,99,8,5,9
27,136,32,43,36,24,61
404,357,91,7,88,45,92
133,64,44,27,1,2,89
470,427,60,10,16,61,76
40,75,26,23,81,90,1
143,474,56,56,90,46,39
434,212,36,20,60,65,90
136,27,2,49,73,80,68
199,677,27,29,75,95,71
192,3,13,50,99,46,98
241,242,27,80,94,32,42
186,152,29,38,30,0,63
210,62,86,1,48,10,69
566,7,38,30,92,91,57
355,282,79,65,0,36,85
355,518,92,11,5,20,18
64,376,55,24,37,5,37
63,532,69,78,74,41,13
370,455,69,59,14,87,11
7,566,27,62,13,68,27
185,533,76,99,15,27,75
370,85,27,59,20,75,68
85,370,43,16,5,62,48
19,570,44,72,74,47,77
86,318,14,27,96,98,19
529,506,24,77,72,82,29
248,612,56,43,73,80,20
549,184,14,11,20,61,16
549,189,66,8,37,6,61
549,508,87,36,87,9,8
549,678,7,77,14,81,80
58,285,86,9,54,88,4
663,679,35,13,90,87,84
13,418,90,92,77,21,4
180,105,28,99,90,65,73
221,316,93,51,1,28,72
113,113,24,7,18,16,51
301,511,58,55,19,14,71
35,34,68,40,19,62,33
89,302,59,25,53,81,44
210,269,16,55,89,62,79
173,20,86,61,96,88,97
316,221,18,54,6,64,62
178,440,7,14,32,16,64
343,191,77,26,15,40,57
542,129,4,57,2,54,23
666,62,20,84,0,18,61
549,1,19,4,19,36,20
408,2,49,80,7,30,57
49,612,6,43,42,85,11
129,542,58,38,92,37,15
434,147,29,5,50,84,47
323,98,80,0,6,51,71
267,608,45,53,19,77,35
438,417,64,43,44,40,81
352,350,53,29,15,10,74
282,225,89,19,30,87,66
282,17,98,46,21,51,93
131,131,17,98,26,72,91
179,191,38,55,0,41,55
679,80,48,57,97,55,23
174,121,59,89,7,52,43
42,187,79,22,6,39,35
498,430,94,96,48,85,52
663,80,67,2,50,22,92
188,222,75,24,15,97,80
380,177,43,44,89,24,27
380,680,40,54,22,94,91
380,61,44,28,4,26,73
380,440,1,68,30,82,36
380,178,5,2,46,93,30
380,539,59,51,64,17,32
231,191,68,65,44,42,47
545,25,27,55,46,48,47
316,222,56,37,29,16,34
444,76,24,94,57,17,24
204,204,39,34,74,94,38
681,682,91,80,64,90,24
144,492,28,16,34,34,85
222,188,35,39,41,35,53
222,316,47,8,54,14,95
458,450,81,50,48,53,42
408,285,43,49,93,27,18
408,520,38,29,18,59,52
408,281,65,65,61,39,54
5,58,94,87,88,22,27
527,113,3,23,86,6,12
157,61,59,33,53,82,76
61,157,28,57,39,20,79
2,520,95,11,86,84,21
642,642,75,81,79,37,86
683,683,64,87,37,63,51
285,408,86,17,92,68,66
285,520,25,91,50,43,78
285,63,82,63,45,88,25
285,281,18,63,59,5,32
305,55,84,39,21,54,28
285,532,40,5,75,42,97
394,486,32,77,87,22,15
684,684,98,71,73,26,77
351,351,96,54,28,52,74
351,345,75,69,8,25,78
351,122,31,89,75,5,99
24,40,38,21,51,2,20
207,207,88,34,30,32,20
157,380,80,47,16,98,36
106,188,99,10,32,64,79
106,589,47,2,47,96,62
106,434,26,35,50,51,43
106,365,29,74,11,30,20
106,147,33,47,85,0,88
21,308,9,8,38,93,29
168,291,74,85,28,37,12
168,542,24,22,87,40,86
168,450,4,85,49,62,80
10,325,4,5,7,30,40
93,133,10,63,16,19,28
496,451,41,25,52,64,16
80,62,13,12,9,25,41
450,168,57,21,31,45,32
345,351,95,37,54,46,20
339,96,87,0,80,97,21
195,63,47,48,74,73,74
86,131,26,14,69,77,81
86,132,60,77,59,67,36
86,593,77,62,47,59,38
665,142,70,31,55,1,69
42,160,26,41,38,63,41
557,232,13,84,47,36,46
142,121,64,62,64,51,22
581,51,57,87,85,36,21
69,311,50,9,81,19,70
128,114,82,45,29,13,10
25,654,60,23,12,45,34
494,128,96,50,76,87,28
666,362,61,65,6,2,0
137,685,59,71,18,44,71
611,486,99,98,92,50,1
86,686,42,32,43,76,7
455,423,47,26,79,1,72
174,685,10,57,8,29,58
80,679,73,57,20,41,12
136,437,38,4,3,10,8
160,114,35,40,89,19,63
101,98,81,52,27,37,45
470,470,72,38,69,97,54
76,76,19,56,57,8,75
304,304,66,84,6,14,75
568,129,66,33,25,78,22
106,340,87,33,34,81,13
55,305,66,36,8,44,53
121,174,77,20,82,59,20
589,459,85,33,62,82,23
589,434,68,53,92,64,80
589,106,89,11,90,1,69
589,671,23,31,56,34,0
589,365,63,18,37,14,22
685,137,32,98,7,91,91
679,663,86,60,82,94,39
214,413,20,97,19,63,28
128,16,42,20,9,74,62
86,117,36,22,49,51,18
434,424,22,3,22,87,8
107,687,48,3,67,3,19
380,391,70,51,6,26,66
180,129,6,50,85,22,10
58,5,68,25,96,80,40
309,221,74,22,86,97,61
107,258,82,45,27,16,32
122,351,84,95,77,54,30
142,210,83,97,95,33,44
142,236,17,13,80,70,11
225,282,12,40,77,31,54
264,608,38,64,19,67,23
264,213,2,6,34,48,31
180,284,10,80,17,45,87
188,311,60,97,95,54,51
273,46,48,18,66,37,57
311,188,0,92,36,88,51
63,665,78,91,22,3,62
389,394,79,51,58,98,78
389,486,99,67,26,25,59
665,63,94,34,64,69,32
486,458,18,73,31,33,26
63,194,91,67,89,6,92
63,195,64,49,52,91,97
362,506,9,72,83,56,3
290,584,78,1,92,60,90
63,434,38,56,77,66,27
178,61,48,50,74,61,37
178,629,53,96,33,30,31
440,177,76,47,51,30,84
440,61,7,14,71,86,98
440,629,2,98,45,36,40
543,688,75,95,57,71,0
543,689,33,59,29,22,85
82,82,48,43,98,93,46
69,473,39,0,98,15,41
513,272,7,93,60,22,60
142,23,4,71,60,82,12
390,181,41,79,11,61,2
16,128,18,54,73,28,21
69,184,16,52,0,88,49
351,191,30,70,5,64,68
125,125,35,6,41,33,42
460,233,12,48,30,27,32
460,473,69,56,72,40,45
26,23,75,3,52,44,19
458,440,82,75,47,9,87
5,279,0,31,57,80,21
191,681,80,94,65,21,24
191,682,44,41,93,79,65
18,17,78,18,29,68,74
516,5,37,79,38,33,79
86,37,2,53,63,67,55
69,190,31,79,53,11,35
141,510,2,64,70,48,30
510,141,55,41,48,51,65
20,173,78,52,13,29,93
404,371,40,4,72,65,73
106,690,11,25,79,12,41
363,114,2,35,75,85,14
363,169,8,13,97,95,25
363,367,79,4,3,73,98
691,691,92,56,63,34,87
493,280,1,28,25,74,85
231,692,71,1,23,0,60
177,61,33,59,89,11,3
177,629,98,50,0,37,65
177,440,96,51,41,15,23
160,103,19,58,58,50,67
160,393,93,13,79,21,50
543,542,89,45,23,11,47
429,100,34,12,98,42,36
397,295,45,62,75,26,27
91,64,5,98,85,32,32
131,366,41,98,0,94,21
560,29,60,96,86,4,24
233,460,54,39,22,99,92
462,212,36,20,18,67,56
63,132,33,85,65,27,99
419,329,83,39,98,82,41
543,292,26,93,74,65,39
114,363,86,37,19,4,98
60,179,87,84,92,40,96
211,411,58,20,97,18,92
292,543,90,59,76,97,55
59,5,54,80,7,6,88
83,693,76,82,4,72,91
83,373,92,13,73,33,23
329,419,9,97,13,81,74
390,389,16,56,57,71,88
390,390,34,30,36,33,81
283,16,3,46,49,54,68
5,59,49,82,63,44,47
283,589,80,70,21,65,44
285,285,18,34,12,90,8
565,266,84,91,4,90,5
663,663,18,16,76,48,1
549,694,13,56,79,14,33
380,157,14,69,60,80,72
340,78,50,73,80,85,13
132,63,95,76,21,94,0
635,137,92,62,34,9,31
635,4,56,0,82,21,98
286,285,13,61,75,33,61
286,211,43,91,5,77,96
635,520,44,14,44,68,58
635,286,82,10,63,78,28
635,2,30,22,94,50,82
635,63,9,65,28,80,74
635,126,19,95,71,60,30
635,285,83,62,72,92,49
635,208,55,8,78,65,32
11,608,32,3,90,64,27
126,211,56,13,8,56,92
695,695,36,45,35,87,50
377,174,59,0,85,47,17
48,263,35,17,4,58,57
48,361,34,44,75,96,9
48,442,90,34,29,40,33
48,245,29,81,27,80,2
48,443,54,22,92,73,91
48,76,70,87,10,93,65
48,417,79,61,81,62,13
48,485,52,13,65,39,44
48,113,68,25,16,47,69
48,444,38,14,66,16,23
48,423,5,41,66,54,84
48,171,37,43,43,26,84
48,547,26,19,69,16,71
48,333,63,16,95,56,30
297,696,87,14,29,92,78
143,329,98,93,15,34,49
695,607,2,2,14,92,2
695,259,28,55,16,63,65
695,189,26,1,34,91,63
695,21,39,66,45,3,19
695,222,37,43,83,62,92
695,227,24,11,29,17,35
695,315,91,75,57,86,3
695,459,71,56,61,41,20
695,317,16,80,22,32,69
695,85,56,64,7,12,28
695,106,27,56,99,18,94
695,228,87,7,62,66,57
695,20,43,42,6,53,68
695,316,82,72,49,74,35
56,532,39,14,82,60,7
654,25,96,95,14,99,3
387,385,76,84,15,85,81
212,462,3,46,40,59,72
249,506,76,27,60,33,18
174,377,62,52,34,66,7
269,211,91,34,86,18,36
269,174,17,43,42,97,92
269,365,67,39,73,2,76
212,329,35,40,83,20,54
212,28,21,27,52,44,39
212,128,82,6,40,40,79
212,114,53,75,51,45,26
212,81,50,26,45,74,35
212,355,92,48,25,20,38
212,367,27,19,80,49,98
394,14,7,31,38,88,41
414,697,11,99,63,74,65
186,165,90,39,48,28,23
249,301,18,30,29,60,5
21,695,22,70,97,39,1
212,169,44,46,32,54,39
397,296,30,63,16,1,17
251,340,64,0,20,98,50
491,695,13,91,65,56,90
91,89,31,54,62,4,96
424,308,61,56,31,36,64
424,283,40,24,39,68,21
427,282,29,26,30,93,4
411,58,53,94,10,59,92
226,85,74,29,29,61,70
226,317,45,77,68,56,68
351,377,40,85,72,31,27
86,340,24,22,23,23,46
96,304,38,95,69,37,86
142,427,67,61,87,73,56
86,417,73,62,31,26,44
341,297,60,96,94,5,68
165,186,80,36,95,1,28
340,86,90,41,97,65,54
434,89,83,80,91,63,63
304,96,80,20,51,22,36
529,525,67,35,31,96,55
282,427,9,33,95,32,93
151,34,79,9,97,66,55
89,434,2,43,44,8,43
106,160,43,86,58,28,52
667,550,11,34,44,2,20
667,549,25,16,53,78,45
667,161,0,2,64,57,31
309,297,38,98,78,80,10
330,64,43,98,26,97,97
170,64,59,35,35,55,37
438,114,27,35,44,97,41
698,698,97,29,89,7,2
506,249,63,74,69,61,21
357,64,22,92,32,81,87
699,406,24,23,44,71,84
379,174,90,41,68,6,53
699,700,20,53,55,82,97
296,342,59,3,27,31,91
296,203,44,4,58,71,18
296,351,78,90,36,95,77
296,179,26,88,89,98,27
353,99,0,43,60,83,18
211,4,83,40,36,23,47
222,459,81,24,65,95,80
359,533,79,74,49,63,23
366,142,64,91,84,66,41
667,128,33,32,45,89,65
568,401,58,50,16,24,37
296,379,78,20,95,23,10
351,179,66,12,40,16,74
51,581,90,45,6,97,40
296,397,83,7,81,2,0
249,128,15,24,84,27,99
37,86,27,18,26,1,46
357,62,5,11,92,92,2
379,296,81,38,86,49,8
165,128,87,66,83,30,95
179,342,64,30,54,3,35
179,296,71,22,28,43,14
179,203,42,17,34,93,43
179,351,57,6,85,0,65
698,305,77,10,72,44,4
160,35,0,30,19,52,55
99,353,42,34,63,79,86
698,285,37,40,26,63,48
28,160,60,2,40,28,77
128,256,67,37,8,16,39
312,85,59,76,81,75,60
184,287,80,94,79,5,89
290,231,0,81,46,35,53
128,165,22,45,7,84,74
104,320,22,48,0,8,29
60,103,62,58,99,61,83
428,461,43,58,92,28,15
302,333,38,16,10,73,14
320,104,19,47,46,58,15
87,115,46,24,89,84,85
287,184,78,60,78,6,74
157,179,93,44,35,67,9
562,654,91,10,62,60,76
258,357,84,26,67,47,33
474,419,61,79,57,12,82
5,669,46,88,95,60,82
462,701,67,29,74,10,99
185,323,33,68,20,69,79
356,107,53,28,21,40,4
18,160,63,38,72,41,85
323,185,12,8,90,30,55
26,24,83,8,70,48,52
15,269,56,27,37,11,95
541,162,33,92,34,36,30
0,581,11,1,7,66,46
249,365,98,29,41,13,19
115,87,88,50,32,85,15
115,155,29,15,47,73,49
419,474,74,97,97,57,87
473,184,44,88,28,95,57
178,539,15,61,78,46,70
19,666,58,49,70,16,69
19,661,10,48,26,52,55
685,175,60,66,55,91,3
359,11,10,23,23,17,18
113,455,36,53,83,13,88
539,178,24,24,84,7,32
371,371,13,65,83,62,98
107,153,12,40,7,73,99
107,77,81,85,71,1,79
107,17,2,1,57,56,8
107,173,79,69,72,56,55
107,169,75,79,72,68,94
107,46,62,5,31,95,85
107,326,19,19,71,97,50
107,671,2,11,15,61,88
107,355,16,47,75,59,11
107,367,89,81,53,24,42
107,702,40,58,49,25,29
107,453,38,73,72,78,94
107,295,13,67,84,2,26
107,45,82,60,47,45,74
107,147,38,30,71,58,71
107,249,21,53,14,79,50
5,211,43,96,20,16,79
182,213,24,55,24,65,13
497,562,15,8,84,95,66
568,290,89,26,38,47,34
114,438,94,18,53,33,70
172,61,36,68,7,35,66
362,421,61,45,42,44,99
438,116,69,7,28,85,88
562,497,58,9,98,17,14
62,410,41,54,2,11,2
296,256,5,6,90,20,39
438,113,2,83,58,24,85
116,438,45,29,33,6,95
309,316,5,39,91,49,43
53,466,10,77,94,35,25
115,42,58,4,94,18,73
6,516,64,67,54,77,91
6,517,34,86,68,43,74
430,430,86,4,36,93,15
581,133,24,37,23,28,44
194,5,30,36,17,8,46
516,6,74,91,65,63,88
591,591,8,80,67,85,50
5,194,94,96,34,97,37
351,157,70,82,25,76,18
506,362,89,39,18,3,30
535,554,82,59,74,99,98
48,643,94,63,56,33,55
65,172,57,32,64,60,23
42,106,72,54,70,62,72
494,318,77,19,20,22,76
207,201,14,10,21,40,33
140,6,69,5,53,18,24
134,554,48,26,39,4,23
38,370,22,53,22,33,13
316,309,35,16,15,7,23
256,296,93,2,25,11,95
21,107,70,51,40,68,54
510,510,64,79,57,10,46
152,121,84,34,73,36,14
107,230,31,32,23,14,59
113,339,54,27,24,65,10
90,220,99,82,51,8,35
458,275,93,57,33,79,7
170,107,33,80,97,61,89
377,280,82,61,75,87,89
178,380,27,78,50,78,2
269,533,77,10,81,18,87
234,654,24,52,33,76,58
199,174,76,63,79,73,26
180,180,54,4,5,23,75
123,115,39,7,81,33,12
434,303,34,51,24,62,10
434,371,79,15,39,0,77
434,295,72,86,15,20,51
651,301,89,49,14,78,47
344,177,46,7,45,25,72
344,344,98,87,34,39,98
344,178,85,0,91,25,5
15,335,91,12,13,70,68
177,177,64,91,55,14,85
181,172,99,79,90,41,9
295,434,28,10,44,68,15
515,515,14,94,76,78,8
515,494,65,51,29,65,40
280,377,48,14,90,94,27
371,404,54,47,4,14,32
311,268,87,7,42,1,90
115,280,7,28,10,26,15
404,434,53,63,76,19,94
404,185,80,82,76,74,12
404,97,73,39,22,19,65
404,323,70,72,8,40,5
71,152,79,32,36,70,35
434,404,56,37,64,61,33
290,329,45,9,14,86,42
290,357,47,56,51,20,14
160,467,95,20,54,67,50
37,229,25,88,2,57,73
37,28,4,35,5,18,0
359,359,1,8,58,28,91
218,17,20,15,88,53,25
282,366,24,40,25,63,38
357,290,13,55,66,41,2
141,506,34,67,98,6,58
272,15,38,86,4,6,55
272,273,79,29,23,84,34
272,274,78,49,93,55,25
211,5,39,81,52,68,87
273,139,26,22,60,30,7
174,158,77,15,98,30,99
538,92,15,46,45,9,99
91,90,52,63,60,12,72
538,538,35,48,40,30,42
308,320,20,15,51,98,80
255,256,18,80,22,32,0
256,81,21,65,42,39,83
242,234,48,13,9,17,46
178,413,57,25,62,79,22
308,21,99,10,59,80,58
366,367,22,0,90,58,86
467,160,55,78,11,53,49
409,90,25,10,46,12,87
140,46,3,88,85,81,15
661,264,20,28,8,36,95
280,115,15,35,53,29,20
215,268,54,12,19,61,73
452,264,13,56,47,14,25
340,598,99,21,16,84,46
340,554,35,15,53,19,24
40,24,87,53,18,44,44
62,310,9,57,71,26,2
15,274,10,78,70,37,33
15,334,92,79,44,3,86
437,136,7,70,61,26,64
367,655,62,62,69,28,20
42,129,98,36,86,27,75
42,128,6,83,37,66,45
42,215,14,72,10,87,67
42,434,99,12,88,30,11
359,498,86,78,94,18,97
183,353,88,97,8,83,81
5,305,21,34,94,58,94
340,371,20,47,60,68,83
237,237,62,23,95,14,64
703,703,60,3,63,78,28
704,704,35,27,98,24,24
502,502,69,42,7,13,83
477,477,26,23,25,34,77
705,705,58,94,28,51,65
240,240,26,67,83,0,82
61,178,77,39,33,55,75
227,227,96,5,78,21,49
418,190,23,55,11,1,66
290,706,49,46,49,68,22
426,425,1,24,91,5,66
75,427,45,56,93,56,5
218,133,62,28,29,59,31
103,393,11,31,6,3,28
21,62,8,38,51,47,5
353,183,0,28,22,41,93
467,62,61,81,97,31,45
186,70,21,31,95,61,15
232,277,79,25,22,64,81
338,169,43,63,14,58,81
284,301,56,53,60,4,98
397,320,35,71,70,75,14
707,19,6,56,14,5,61
63,481,75,22,89,47,47
62,21,0,71,87,36,77
282,586,94,37,61,59,35
427,115,53,78,87,94,90
233,83,39,21,35,39,2
99,62,27,5,31,2,97
236,234,29,15,83,35,58
212,144,55,44,14,82,7
136,170,97,83,96,81,23
17,393,31,27,46,81,17
86,290,39,78,82,14,59
37,23,46,20,6,39,57
494,395,51,54,5,28,96
568,65,0,75,57,45,86
58,282,37,68,11,49,66
282,58,90,35,34,43,1
128,42,56,17,75,37,16
424,74,58,80,15,8,18
190,418,21,98,70,35,14
234,235,44,66,85,24,57
318,113,51,89,0,65,3
310,1,49,11,51,48,74
521,598,79,23,35,54,13
521,553,30,59,68,85,90
165,409,27,85,11,59,64
232,14,70,36,38,44,70
409,165,55,75,83,19,54
425,257,89,95,80,99,95
282,474,0,17,91,81,66
113,494,64,54,37,74,22
339,27,31,63,80,74,80
651,254,54,64,22,41,57
222,221,34,20,14,30,13
494,515,17,13,12,32,73
62,467,78,52,73,12,65
58,84,42,64,17,2,83
162,541,27,31,70,64,37
371,340,69,76,35,9,32
46,446,34,57,72,77,28
46,428,5,29,52,53,3
340,251,56,61,8,66,63
413,450,68,46,40,1,31
356,81,25,58,55,39,39
598,340,16,59,4,9,28
215,42,48,15,6,39,88
301,118,53,82,8,91,7
301,624,26,46,15,75,9
301,13,80,46,89,75,11
35,27,59,50,78,9,54
355,355,36,60,85,54,65
404,708,94,23,92,41,27
404,353,21,15,79,61,29
404,618,52,19,62,52,77
404,662,45,98,56,36,63
